ID; Name; Logical_Name
23084;Passed;list_node.run_status.passed
23090;Passed;list_node.run_native_status.passed
23095;Validate;list_node.manual_test_run_step_type.validate
23100;None;list_node.pipeline_classification.none
23108;Scrum;list_node.release_agile_type.scrum
23111;Not automated;list_node.automation_status.not_automated
23116;Research;list_node.task_item_type.research
23122;Continuously Failing;list_node.run_problem.continuously_failing
23129;Defect;list_node.scm_commit_pattern_entity_type.defect
23133;Success;list_node.pipeline_run_status.success
25164;Environment â Network;list_node.bfc.environment_network
23002;Low;list_node.severity.low
23008;XS;list_node.tShirtSizeEstimation.xs
23014;Low;list_node.priority.low
23020;Architecture;list_node.feature_type.Architecture
23023;Architecture;list_node.epic_type.Architecture
23026;Pre-release;list_node.defect_type.PreRelease
23029;1;list_node.wsjf_scale_type.1
23039;Service Anywhere;list_node.item_origin.service_anywhere
23044;Test Authoring;list_node.quality_story_type.test_authoring
23046;Definition;list_node.defect_root_level.definition
23053;JUnit;list_node.je.framework.junit
23062;Integration Test;list_node.test_level.integration
23066;Acceptance;list_node.test_type.acceptance
23073;Manual Runner;list_node.testing_tool_type.manual
23083;Failed;list_node.run_status.failed
23089;Failed;list_node.run_native_status.failed
23096;Normal;list_node.manual_test_run_step_type.normal
23101;Compile;list_node.pipeline_classification.compile
23106;Default;list_node.team.default
23109;Kanban;list_node.release_agile_type.kanban
23112;Ready for automation;list_node.automation_status.ready_for_automation
23117;Develop;list_node.task_item_type.develop
23123;Oscillating;list_node.run_problem.oscillating
23130;User story;list_node.scm_commit_pattern_entity_type.user_story
23134;Failure;list_node.pipeline_run_status.failure
25165;Environment â Disk;list_node.bfc.environment_disk
23003;Medium;list_node.severity.medium
23009;S;list_node.tShirtSizeEstimation.s
23015;Medium;list_node.priority.medium
23021;Business;list_node.feature_type.Business
23024;Business;list_node.epic_type.Business
23027;Escaped;list_node.defect_type.Escaped
23030;2;list_node.wsjf_scale_type.2
23040;ALM;list_node.item_origin.alm
23047;UX;list_node.defect_root_level.ux
23054;TestNG;list_node.je.framework.testng
23063;System Test;list_node.test_level.system
23067;End to End;list_node.test_type.end_to_end
23074;Selenium;list_node.testing_tool_type.selenium
23085;Skipped;list_node.run_status.skipped
23092;Blocked;list_node.run_native_status.blocked
23097;Feature;list_node.manual_test_run_step_type.feature
23102;Package;list_node.pipeline_classification.package
23113;Automated;list_node.automation_status.automated
23118;Document;list_node.task_item_type.document
23124;Regression;list_node.run_problem.regression
23131;Quality story;list_node.scm_commit_pattern_entity_type.quality_story
23135;Unstable;list_node.pipeline_run_status.unstable
25166;Environment â Permissions;list_node.bfc.environment_permissions
23004;High;list_node.severity.high
23010;M;list_node.tShirtSizeEstimation.m
23016;High;list_node.priority.high
23031;3;list_node.wsjf_scale_type.3
23041;AGM;list_node.item_origin.agm
23048;New_Code;list_node.defect_root_level.new_code
23055;UFT;list_node.je.framework.uft
23064;Unit Test;list_node.test_level.unit
23068;Regression;list_node.test_type.regression
23082;Requires Attention;list_node.run_status.requires_attention
23088;Skipped;list_node.run_native_status.skipped
23098;Scenario;list_node.manual_test_run_step_type.scenario
23103;Deploy;list_node.pipeline_classification.deploy
23114;Requires update;list_node.automation_status.requires_update
23119;Test;list_node.task_item_type.test
23125;Continuously Skipped;list_node.run_problem.continuously_skipped
23136;Running;list_node.pipeline_run_status.running
25167;Environment â DataBase;list_node.bfc.environment_dataBase
23005;Very High;list_node.severity.very_high
23011;L;list_node.tShirtSizeEstimation.l
23017;Very High;list_node.priority.very_high
23042;Jira;list_node.item_origin.jira
23049;Testing;list_node.defect_root_level.testing
23056;NUnit;list_node.je.framework.nunit
23069;Sanity;list_node.test_type.sanity
23075;UFT;list_node.testing_tool_type.uft
23086;Planned;list_node.run_status.planned
23091;Not Completed;list_node.run_native_status.not_completed
23104;Test;list_node.pipeline_classification.test
23120;Requires approval;list_node.automation_status.requires_approval
23127;Slowdown;list_node.run_problem.slowdown
23137;Aborted;list_node.pipeline_run_status.aborted
25168;Environment â Other;list_node.bfc.environment_other
23006;Critical;list_node.severity.urgent
23012;XL;list_node.tShirtSizeEstimation.xl
23018;Urgent;list_node.priority.urgent
23032;5;list_node.wsjf_scale_type.5
23050;Regression;list_node.defect_root_level.regression
23057;JBehave;list_node.je.framework.jbehave
23070;Security;list_node.test_type.security
23093;Planned;list_node.run_native_status.planned
23126;Unstable;list_node.run_problem.unstable
23138;Queued;list_node.pipeline_run_status.queued
25169;Code issue;list_node.bfc.code_issue
23051;Integration;list_node.defect_root_level.integration
23058;Karma;list_node.je.framework.karma
23071;Performance;list_node.test_type.performance
23076;LeanFT;list_node.testing_tool_type.leanft
23139;Unavailable;list_node.pipeline_run_status.unavailable
25170;Test code issue;list_node.bfc.test_code_issue
23059;Jasmine;list_node.je.framework.jasmine
25171;Test stability issue;list_node.bfc.test_stability_issue
23033;8;list_node.wsjf_scale_type.8
23060;Mocha;list_node.je.framework.mocha
23077;StormRunner;list_node.testing_tool_type.storm_runner
23078;SoapUI;list_node.testing_tool_type.soapaui
23079;Protractor;list_node.testing_tool_type.protractor
23080;LoadRunner;list_node.testing_tool_type.loadrunner
23034;13;list_node.wsjf_scale_type.13
23035;21;list_node.wsjf_scale_type.21
23036;40;list_node.wsjf_scale_type.40
23037;100;list_node.wsjf_scale_type.100
23001;Severity;list_node.severity
23007;T shirt size estimation;list_node.tShirtSizeEstimation
23013;Priority;list_node.priority
23019;Feature type;list_node.feature_type
23022;Epic type;list_node.epic_type
23025;Defect type;list_node.defect_type
23028;WSJF scale;list_node.wsjf_scale_type
23038;Item Origin;list_node.item_origin
23043;Quality story type;list_node.quality_story_type
23045;Defect Root Cause;list_node.defect_root_level
23052;Framework;list_node.je.framework
23061;Test_Level;list_node.test_level
23065;Test_Type;list_node.test_type
23072;Testing_Tool_Type;list_node.testing_tool_type
23081;Run_Status;list_node.run_status
23087;Run_Native_Status;list_node.run_native_status
23094;Manual Test Run Step Type;list_node.manual_test_run_step_type
23099;Classification;list_node.pipeline_classification
23105;Team;list_node.team
23107;Agile Type;list_node.release_agile_type
23110;automation_status;list_node.automation_status
23115;Task Item Type;list_node.task_item_type
23121;Problem;list_node.run_problem
23128;Entity type;list_node.scm_commit_pattern_entity_type
23132;Status;list_node.pipeline_run_status
25163;Build Classification;list_node.bfc
